stock,company_name,market_cap,sector,industry,exchange,dividend_yield,roce,roe,last_updated
CLEAN.NS,CLEAN SCIENCE AND TECHNOLOGY LIMITED,15819,Basic Materials,Specialty Chemicals,NSE,0.5,0.0,0.0,2025-09-07 19:54:01
FINEORG.NS,FINE ORGANIC INDUSTRIES LIMITED,15777,Basic Materials,Specialty Chemicals,NSE,0.23,0.0,0.0,2025-09-07 19:54:02
GRINFRA.NS,G R INFRAPROJECTS LIMITED,15705,Industrials,Engineering & Construction,NSE,1.94,0.0,0.0,2025-09-07 19:54:02
ZENTEC.NS,ZEN TECHNOLOGIES LIMITED,15511,Industrials,Aerospace & Defense,NSE,0.14,0.0,0.0,2025-09-07 19:54:02
ACMESOLAR.NS,ACME SOLAR HOLDINGS LIMITED,15485,Utilities,Utilities - Renewable,NSE,0.13,0.0,0.0,2025-09-07 19:54:03
RITES.NS,RITES LIMITED,15439,Industrials,Engineering & Construction,NSE,2.9,0.0,0.0,2025-09-07 19:54:04
REDINGTON.NS,REDINGTON LIMITED,15392,Technology,Information Technology Services,NSE,2.87,0.0,0.0,2025-09-07 19:54:04
SAILIFE.NS,SAI LIFE SCIENCES LIMITED,15354,Healthcare,Diagnostics & Research,NSE,0.0,0.0,0.0,2025-09-07 19:54:05
KSB.NS,KSB LIMITED,15339,Industrials,Specialty Industrial Machinery,NSE,0.49,0.0,0.0,2025-09-07 19:54:05
UTIAMC.NS,UTI ASSET MANAGEMENT COMPANY LIMITED,15309,Financial Services,Asset Management,NSE,1.96,0.0,0.0,2025-09-07 19:54:06
SANOFI.NS,SANOFI INDIA LIMITED,15230,Healthcare,Drug Manufacturers - General,NSE,2.3,0.0,0.0,2025-09-07 19:54:06
SPLPETRO.NS,SUPREME PETROCHEM LIMITED,15116,Basic Materials,Specialty Chemicals,NSE,1.28,0.0,0.0,2025-09-07 19:54:07
DATAPATTNS.NS,DATA PATTERNS (INDIA) LIMITED,15000,Industrials,Aerospace & Defense,NSE,0.32,0.0,0.0,2025-09-07 19:54:07
NSLNISP.NS,NMDC STEEL LIMITED,14995,Basic Materials,Steel,NSE,0.0,0.0,0.0,2025-09-07 19:54:08
INDGN.NS,INDEGENE LIMITED,14944,Healthcare,Health Information Services,NSE,0.36,0.0,0.0,2025-09-07 19:54:08
GODREJAGRO.NS,GODREJ AGROVET LIMITED,14922,Consumer Defensive,Packaged Foods,NSE,1.47,0.0,0.0,2025-09-07 19:54:09
PVRINOX.NS,PVR INOX LIMITED,14897,Communication Services,Entertainment,NSE,0.0,0.0,0.0,2025-09-07 19:54:09
RPOWER.NS,RELIANCE POWER LIMITED,14894,Utilities,Utilities - Independent Power Producers,NSE,0.0,0.0,0.0,2025-09-07 19:54:09
NIVABUPA.NS,NIVA BUPA HEALTH INSURANCE COMPANY LIMITED,14845,Financial Services,Insurance - Life,NSE,0.0,0.0,0.0,2025-09-07 19:54:10
NETWEB.NS,NETWEB TECHNOLOGIES INDIA LIMITED,14768,Technology,Computer Hardware,NSE,0.08,0.0,0.0,2025-09-07 19:54:10
EIDPARRY.NS,EID PARRY INDIA LIMITED,14625,Basic Materials,Agricultural Inputs,NSE,0.0,0.0,0.0,2025-09-07 19:54:11
CAPLIPOINT.NS,CAPLIN POINT LABORATORIES LIMITED,14513,Healthcare,Drug Manufacturers - Specialty & Generic,NSE,0.14,0.0,0.0,2025-09-07 19:54:11
GRAVITA.NS,GRAVITA INDIA LIMITED,14474,Industrials,Metal Fabrication,NSE,0.68,0.0,0.0,2025-09-07 19:54:12
RAILTEL.NS,RAILTEL CORPORATION OF INDIA LIMITED,14466,Communication Services,Telecom Services,NSE,1.36,0.0,0.0,2025-09-07 19:54:12
VTL.NS,VARDHMAN TEXTILES LIMITED,14311,Consumer Cyclical,Textile Manufacturing,NSE,1.23,0.0,0.0,2025-09-07 19:54:13
ECLERX.NS,ECLERX SERVICES LIMITED,14281,Technology,Information Technology Services,NSE,0.02,0.0,0.0,2025-09-07 19:54:13
GRANULES.NS,GRANULES INDIA LIMITED,14246,Healthcare,Drug Manufacturers - Specialty & Generic,NSE,0.29,0.0,0.0,2025-09-07 19:54:14
SWSOLAR.NS,STERLING AND WILSON RENEWABLE ENERGY LIMITED,14126,Technology,Solar,NSE,0.0,0.0,0.0,2025-09-07 19:54:14
RAINBOW.NS,RAINBOW CHILDRENS MEDICARE LIMITED,14117,Healthcare,Medical Care Facilities,NSE,0.2,0.0,0.0,2025-09-07 19:54:15
NAVA.NS,NAVA LIMITED,14036,Industrials,Conglomerates,NSE,1.18,0.0,0.0,2025-09-07 19:54:15
ELECON.NS,ELECON ENGINEERING COMPANY LIMITED,13977,Industrials,Specialty Industrial Machinery,NSE,0.36,0.0,0.0,2025-09-07 19:54:16
GPIL.NS,GODAWARI POWER AND ISPAT LIMITED,13937,Basic Materials,Steel,NSE,0.41,0.0,0.0,2025-09-07 19:54:16
SARDAEN.NS,SARDA ENERGY & MINERALS LIMITED,13882,Basic Materials,Steel,NSE,0.26,0.0,0.0,2025-09-07 19:54:17
PRAJIND.NS,PRAJ INDUSTRIES LIMITED,13766,Industrials,Engineering & Construction,NSE,1.48,0.0,0.0,2025-09-07 19:54:17
AAVAS.NS,AAVAS FINANCIERS LIMITED,13644,Financial Services,Mortgage Finance,NSE,0.0,0.0,0.0,2025-09-07 19:54:18
DEEPAKFERT.NS,DEEPAK FERTILIZERS AND PETROCHEMICALS CORPORATION LIMITED,13626,Basic Materials,Chemicals,NSE,0.71,0.0,0.0,2025-09-07 19:54:18
INGERRAND.NS,INGERSOLL RAND (INDIA) LIMITED,13515,Industrials,Specialty Industrial Machinery,NSE,1.31,0.0,0.0,2025-09-07 19:54:18
RAYMONDLSL.NS,RAYMOND LIFESTYLE LIMITED,13486,Consumer Cyclical,Apparel Manufacturing,NSE,0.0,0.0,0.0,2025-09-07 19:54:19
OLECTRA.NS,OLECTRA GREENTECH LIMITED,13348,Industrials,Farm & Heavy Construction Machinery,NSE,0.03,0.0,0.0,2025-09-07 19:54:20
ZYDUSWELL.NS,ZYDUS WELLNESS LIMITED,13241,Consumer Defensive,Packaged Foods,NSE,0.25,0.0,0.0,2025-09-07 19:54:20
HONASA.NS,HONASA CONSUMER LIMITED,13206,Consumer Defensive,Household & Personal Products,NSE,0.0,0.0,0.0,2025-09-07 19:54:20
MMTC.NS,MMTC LIMITED,13148,Industrials,Conglomerates,NSE,0.0,0.0,0.0,2025-09-07 19:54:21
CRAFTSMAN.NS,CRAFTSMAN AUTOMATION LIMITED,12992,Consumer Cyclical,Auto Parts,NSE,0.07,0.0,0.0,2025-09-07 19:54:22
IWEL.NS,INOX WIND ENERGY LIMITED,12909,Unknown,Unknown,NSE,0.0,0.0,0.0,2025-09-07 00:45:54
ZEEL.NS,ZEE ENTERTAINMENT ENTERPRISES LIMITED,12829,Communication Services,Broadcasting,NSE,2.1,0.0,0.0,2025-09-07 19:54:24
WESTLIFE.NS,WESTLIFE FOODWORLD LIMITED,12785,Consumer Cyclical,Restaurants,NSE,0.2,0.0,0.0,2025-09-07 19:54:24
LTFOODS.NS,LT FOODS LIMITED,12778,Consumer Defensive,Packaged Foods,NSE,0.68,0.0,0.0,2025-09-07 19:54:25
GLS.NS,GLENMARK LIFE SCIENCES LIMITED,12708,Healthcare,Drug Manufacturers - Specialty & Generic,NSE,0.0,0.0,0.0,2025-09-07 19:54:26
JPPOWER.NS,JAIPRAKASH POWER VENTURES LIMITED,12648,Utilities,Utilities - Independent Power Producers,NSE,0.0,0.0,0.0,2025-09-07 19:54:26
MINDACORP.NS,MINDA CORPORATION LIMITED,12552,Consumer Cyclical,Auto Parts,NSE,0.28,0.0,0.0,2025-09-07 19:54:27
CUB.NS,CITY UNION BANK LIMITED,12525,Financial Services,Banks - Regional,NSE,1.0,0.0,0.0,2025-09-07 19:54:27
INTELLECT.NS,INTELLECT DESIGN ARENA LIMITED,12513,Technology,Software - Application,NSE,0.44,0.0,0.0,2025-09-07 19:54:28
NUVOCO.NS,NUVOCO VISTAS CORPORATION LIMITED,12502,Basic Materials,Building Materials,NSE,0.0,0.0,0.0,2025-09-07 19:54:28
RAYMOND.NS,RAYMOND LIMITED,12497,Industrials,Specialty Industrial Machinery,NSE,1.66,0.0,0.0,2025-09-07 19:54:29
CHENNPETRO.NS,CHENNAI PETROLEUM CORPORATION LIMITED,12423,Energy,Oil & Gas Refining & Marketing,NSE,0.71,0.0,0.0,2025-09-07 19:54:29
AKUMS.NS,AKUMS DRUGS AND PHARMACEUTICALS LIMITED,12406,Healthcare,Drug Manufacturers - Specialty & Generic,NSE,0.0,0.0,0.0,2025-09-07 19:54:30
VOLTAMP.NS,VOLTAMP TRANSFORMERS LIMITED,12384,Industrials,Electrical Equipment & Parts,NSE,1.27,0.0,0.0,2025-09-07 19:54:30
TARIL.NS,TRANSFORMERS AND RECTIFIERS (INDIA) LIMITED,12370,Industrials,Electrical Equipment & Parts,NSE,0.04,0.0,0.0,2025-09-07 19:54:31
TTKPRESTIG.NS,TTK PRESTIGE LIMITED,12356,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE,0.88,0.0,0.0,2025-09-07 19:54:31
GENUSPOWER.NS,GENUS POWER INFRASTRUCTURES LIMITED,12202,Industrials,Electrical Equipment & Parts,NSE,0.74,0.0,0.0,2025-09-07 19:54:32
ALOKINDS.NS,ALOK INDUSTRIES LIMITED,12199,Consumer Cyclical,Textile Manufacturing,NSE,0.0,0.0,0.0,2025-09-07 19:54:32
RBLBANK.NS,RBL BANK LIMITED,12152,Financial Services,Banks - Regional,NSE,0.36,0.0,0.0,2025-09-07 19:54:33
ENGINERSIN.NS,ENGINEERS INDIA LIMITED,12054,Industrials,Engineering & Construction,NSE,1.99,0.0,0.0,2025-09-07 19:54:33
RHIM.NS,RHI MAGNESITA INDIA LIMITED,12030,Industrials,Metal Fabrication,NSE,0.53,0.0,0.0,2025-09-07 19:54:34
MARKSANS.NS,MARKSANS PHARMA LIMITED,11991,Healthcare,Drug Manufacturers - General,NSE,0.47,0.0,0.0,2025-09-07 19:54:34
HAPPSTMNDS.NS,HAPPIEST MINDS TECHNOLOGIES LIMITED,11905,Technology,Information Technology Services,NSE,1.23,0.0,0.0,2025-09-07 19:54:35
TEGA.NS,TEGA INDUSTRIES LIMITED,11894,Industrials,Specialty Industrial Machinery,NSE,0.1,0.0,0.0,2025-09-07 19:54:35
AETHER.NS,AETHER INDUSTRIES LIMITED,11844,Basic Materials,Specialty Chemicals,NSE,0.0,0.0,0.0,2025-09-07 19:54:36
JMFINANCIL.NS,JM FINANCIAL LIMITED,11774,Financial Services,Capital Markets,NSE,1.46,0.0,0.0,2025-09-07 19:54:36
SAFARI.NS,SAFARI INDUSTRIES (INDIA) LIMITED,11661,Consumer Cyclical,Footwear & Accessories,NSE,0.14,0.0,0.0,2025-09-07 19:54:36
CEATLTD.NS,CEAT LIMITED,11645,Consumer Cyclical,Auto Parts,NSE,0.9,0.0,0.0,2025-09-07 19:54:37
SCI.NS,SHIPPING CORPORATION OF INDIA LIMITED,11626,Industrials,Marine Shipping,NSE,3.15,0.0,0.0,2025-09-07 19:54:37
GMDCLTD.NS,GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED,11582,Energy,Thermal Coal,NSE,1.98,0.0,0.0,2025-09-07 19:54:38
J&KBANK.NS,THE JAMMU & KASHMIR BANK LIMITED,11522,Financial Services,Banks - Regional,NSE,2.13,0.0,0.0,2025-09-07 19:54:38
MAHSCOOTER.NS,MAHARASHTRA SCOOTERS LIMITED,11501,Consumer Cyclical,Auto Parts,NSE,0.85,0.0,0.0,2025-09-07 19:54:39
USHAMART.NS,USHA MARTIN LIMITED,11459,Basic Materials,Steel,NSE,0.79,0.0,0.0,2025-09-07 19:54:39
TANLA.NS,TANLA PLATFORMS LIMITED,11382,Technology,Software - Application,NSE,1.82,0.0,0.0,2025-09-07 19:54:40
STAR.NS,STRIDES PHARMA SCIENCE LIMITED,11349,Healthcare,Drug Manufacturers - Specialty & Generic,NSE,0.45,0.0,0.0,2025-09-07 19:54:40
ELECTCAST.NS,ELECTROSTEEL CASTINGS LIMITED,11303,Industrials,Building Products & Equipment,NSE,1.43,0.0,0.0,2025-09-07 19:54:41
SANOFICONR.NS,SANOFI CONSUMER HEALTHCARE INDIA LIMITED,11284,Healthcare,Drug Manufacturers - General,NSE,1.06,0.0,0.0,2025-09-07 19:54:41
CANFINHOME.NS,CAN FIN HOMES LIMITED,11256,Financial Services,Mortgage Finance,NSE,1.59,0.0,0.0,2025-09-07 19:54:42
BALRAMCHIN.NS,BALRAMPUR CHINI MILLS LIMITED,11213,Consumer Defensive,Confectioners,NSE,1.09,0.0,0.0,2025-09-07 19:54:42
JUBLINGREA.NS,JUBILANT INGREVIA LIMITED,11173,Basic Materials,Specialty Chemicals,NSE,0.7,0.0,0.0,2025-09-07 19:54:43
EUREKAFORB.NS,EUREKA FORBES LIMITED,11144,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE,0.0,0.0,0.0,2025-09-07 19:54:43
JSWHL.NS,JSW HOLDINGS LIMITED,11144,Industrials,Conglomerates,NSE,0.0,0.0,0.0,2025-09-07 19:54:44
MAPMYINDIA.NS,C.E. INFO SYSTEMS LIMITED,11076,Technology,Software - Infrastructure,NSE,0.21,0.0,0.0,2025-09-07 19:54:44
INDIACEM.NS,THE INDIA CEMENTS LIMITED,11000,Basic Materials,Building Materials,NSE,0.0,0.0,0.0,2025-09-07 19:54:45
KPIGREEN.NS,KPI GREEN ENERGY LIMITED,10907,Utilities,Utilities - Renewable,NSE,0.16,0.0,0.0,2025-09-07 19:54:45
REDTAPE.NS,REDTAPE LIMITED,10885,Consumer Cyclical,Footwear & Accessories,NSE,0.34,0.0,0.0,2025-09-07 19:54:46
HAPPYFORGE.NS,HAPPY FORGINGS LIMITED,10882,Industrials,Metal Fabrication,NSE,0.34,0.0,0.0,2025-09-07 19:54:46
METROPOLIS.NS,METROPOLIS HEALTHCARE LIMITED,10864,Healthcare,Diagnostics & Research,NSE,0.0,0.0,0.0,2025-09-07 19:54:46
JKTYRE.NS,JK TYRE & INDUSTRIES LIMITED,10855,Consumer Cyclical,Auto Parts,NSE,0.86,0.0,0.0,2025-09-07 19:54:47
INOXINDIA.NS,INOX INDIA LIMITED,10822,Industrials,Specialty Industrial Machinery,NSE,0.17,0.0,0.0,2025-09-07 19:54:47
CERA.NS,CERA SANITARYWARE LIMITED,10744,Industrials,Building Products & Equipment,NSE,1.03,0.0,0.0,2025-09-07 19:54:48
ALKYLAMINE.NS,ALKYL AMINES CHEMICALS LIMITED,10724,Basic Materials,Specialty Chemicals,NSE,0.48,0.0,0.0,2025-09-07 19:54:49
VESUVIUS.NS,VESUVIUS INDIA LIMITED,10683,Industrials,Specialty Industrial Machinery,NSE,0.28,0.0,0.0,2025-09-07 19:54:49
QUESS.NS,QUESS CORP LIMITED,10594,Industrials,Staffing & Employment Services,NSE,3.78,0.0,0.0,2025-09-07 19:54:50
PRUDENT.NS,PRUDENT CORPORATE ADVISORY SERVICES LIMITED,10594,Financial Services,Asset Management,NSE,0.09,0.0,0.0,2025-09-07 19:54:50
BAJAJELEC.NS,BAJAJ ELECTRICALS LIMITED,10573,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE,0.53,0.0,0.0,2025-09-07 19:54:51
GRAPHITE.NS,GRAPHITE INDIA LIMITED,10549,Industrials,Electrical Equipment & Parts,NSE,2.13,0.0,0.0,2025-09-07 19:54:51
PNCINFRA.NS,PNC INFRATECH LIMITED,10506,Industrials,Engineering & Construction,NSE,0.19,0.0,0.0,2025-09-07 19:54:51
LEMONTREE.NS,LEMON TREE HOTELS LIMITED,10493,Consumer Cyclical,Lodging,NSE,0.0,0.0,0.0,2025-09-07 19:54:52
SAPPHIRE.NS,SAPPHIRE FOODS INDIA LIMITED,10467,Consumer Cyclical,Restaurants,NSE,0.0,0.0,0.0,2025-09-07 19:54:52
NETWORK18.NS,NETWORK18 MEDIA & INVESTMENTS LIMITED,10453,Communication Services,Entertainment,NSE,0.0,0.0,0.0,2025-09-07 19:54:53
ISGEC.NS,ISGEC HEAVY ENGINEERING LIMITED,10287,Industrials,Specialty Industrial Machinery,NSE,0.5,0.0,0.0,2025-09-07 19:54:53
GALAXYSURF.NS,GALAXY SURFACTANTS LIMITED,10267,Basic Materials,Specialty Chemicals,NSE,0.94,0.0,0.0,2025-09-07 19:54:54
RCF.NS,RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED,10246,Basic Materials,Agricultural Inputs,NSE,0.79,0.0,0.0,2025-09-07 19:54:54
RTNINDIA.NS,RATTANINDIA ENTERPRISES LIMITED,10203,Consumer Cyclical,Internet Retail,NSE,0.0,0.0,0.0,2025-09-07 19:54:55
SYMPHONY.NS,SYMPHONY LIMITED,10189,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE,0.42,0.0,0.0,2025-09-07 19:54:55
PURVA.NS,PURAVANKARA LIMITED,10154,Real Estate,Real Estate - Development,NSE,0.0,0.0,0.0,2025-09-07 19:54:56
GPPL.NS,GUJARAT PIPAVAV PORT LIMITED,10128,Industrials,Marine Shipping,NSE,5.56,0.0,0.0,2025-09-07 19:54:56
BIRLACORPN.NS,BIRLA CORPORATION LIMITED,10079,Basic Materials,Building Materials,NSE,0.78,0.0,0.0,2025-09-07 19:54:57
SAREGAMA.NS,SAREGAMA INDIA LIMITED,10056,Communication Services,Entertainment,NSE,0.92,0.0,0.0,2025-09-07 19:54:57
DBREALTY.NS,VALOR ESTATE LIMITED,10049,Real Estate,Real Estate - Development,NSE,0.0,0.0,0.0,2025-09-07 19:54:58
BECTORFOOD.NS,MRS. BECTORS FOOD SPECIALITIES LIMITED,10037,Consumer Defensive,Packaged Foods,NSE,0.42,0.0,0.0,2025-09-07 19:54:58
ARVIND.NS,ARVIND LIMITED,10033,Consumer Cyclical,Textile Manufacturing,NSE,1.3,0.0,0.0,2025-09-07 19:54:59
THOMASCOOK.NS,THOMAS COOK  (INDIA)  LIMITED,10022,Consumer Cyclical,Travel Services,NSE,0.25,0.0,0.0,2025-09-07 19:54:59
SFL.NS,SHEELA FOAM LIMITED,10021,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NSE,0.0,0.0,0.0,2025-09-07 19:55:00
RELINFRA.NS,RELIANCE INFRASTRUCTURE LIMITED,10008,Utilities,Utilities - Independent Power Producers,NSE,0.0,0.0,0.0,2025-09-07 19:55:00
LATENTVIEW.NS,LATENT VIEW ANALYTICS LIMITED,9980,Industrials,Consulting Services,NSE,0.0,0.0,0.0,2025-09-07 19:55:00
EDELWEISS.NS,EDELWEISS FINANCIAL SERVICES LIMITED,9959,Financial Services,Financial Conglomerates,NSE,1.29,0.0,0.0,2025-09-07 19:55:01
HOMEFIRST.NS,HOME FIRST FINANCE COMPANY INDIA LIMITED,9836,Financial Services,Mortgage Finance,NSE,0.29,0.0,0.0,2025-09-07 19:55:01
PNGJL.NS,P N GADGIL JEWELLERS LIMITED,9822,Consumer Cyclical,Luxury Goods,NSE,0.0,0.0,0.0,2025-09-07 19:55:02
FORCEMOT.NS,FORCE MOTORS LIMITED,9817,Consumer Cyclical,Auto Manufacturers,NSE,0.23,0.0,0.0,2025-09-07 19:55:02
JUSTDIAL.NS,JUST DIAL LIMITED,9813,Communication Services,Internet Content & Information,NSE,0.0,0.0,0.0,2025-09-07 19:55:03
ROUTE.NS,ROUTE MOBILE LIMITED,9812,Communication Services,Telecom Services,NSE,1.63,0.0,0.0,2025-09-07 19:55:03
HGINFRA.NS,H.G. INFRA ENGINEERING LIMITED,9806,Industrials,Engineering & Construction,NSE,0.2,0.0,0.0,2025-09-07 19:55:04
IONEXCHANG.NS,ION EXCHANGE (INDIA) LIMITED,9777,Industrials,Pollution & Treatment Controls,NSE,0.36,0.0,0.0,2025-09-07 19:55:05
RENUKA.NS,SHREE RENUKA SUGARS LIMITED,9713,Consumer Defensive,Confectioners,NSE,0.0,0.0,0.0,2025-09-07 19:55:05
VIJAYA.NS,VIJAYA DIAGNOSTIC CENTRE LIMITED,9709,Healthcare,Diagnostics & Research,NSE,0.18,0.0,0.0,2025-09-07 19:55:05
SAMMAANCAP.NS,SAMMAAN CAPITAL LIMITED,9602,Financial Services,Mortgage Finance,NSE,1.45,0.0,0.0,2025-09-07 19:55:06
JKLAKSHMI.NS,JK LAKSHMI CEMENT LIMITED,9551,Basic Materials,Building Materials,NSE,0.7,0.0,0.0,2025-09-07 19:55:06
AZAD.NS,AZAD ENGINEERING LIMITED,9527,Industrials,Specialty Industrial Machinery,NSE,0.0,0.0,0.0,2025-09-07 19:55:07
ESABINDIA.NS,ESAB INDIA LIMITED,9504,Industrials,Tools & Accessories,NSE,1.76,0.0,0.0,2025-09-07 19:55:07
GNFC.NS,GUJARAT NARMADA VALLEY FERTILIZERS AND CHEMICALS LIMITED,9498,Basic Materials,Chemicals,NSE,3.57,0.0,0.0,2025-09-07 19:55:08
TIPSMUSIC.NS,TIPS MUSIC LIMITED,9478,Communication Services,Entertainment,NSE,1.55,0.0,0.0,2025-09-07 19:55:08
WABAG.NS,VA TECH WABAG LIMITED,9427,Industrials,Engineering & Construction,NSE,0.27,0.0,0.0,2025-09-07 19:55:09
TRIVENI.NS,TRIVENI ENGINEERING & INDUSTRIES LIMITED,9417,Consumer Defensive,Confectioners,NSE,0.68,0.0,0.0,2025-09-07 19:55:09
KNRCON.NS,KNR CONSTRUCTIONS LIMITED,9411,Industrials,Engineering & Construction,NSE,0.13,0.0,0.0,2025-09-07 19:55:10
IIFLCAPS.NS,IIFL CAPITAL SERVICES LIMITED,9405,Financial Services,Capital Markets,NSE,1.0,0.0,0.0,2025-09-07 19:55:10
ABDL.NS,ALLIED BLENDERS AND DISTILLERS LIMITED,9391,Consumer Defensive,Beverages - Wineries & Distilleries,NSE,0.72,0.0,0.0,2025-09-07 19:55:11
POWERMECH.NS,POWER MECH PROJECTS LIMITED,9307,Industrials,Engineering & Construction,NSE,0.04,0.0,0.0,2025-09-07 19:55:11
CHOICEIN.NS,CHOICE INTERNATIONAL LIMITED,9301,Financial Services,Capital Markets,NSE,0.0,0.0,0.0,2025-09-07 19:55:12
KIRLPNU.NS,KIRLOSKAR PNEUMATIC COMPANY LIMITED,9285,Industrials,Specialty Industrial Machinery,NSE,0.78,0.0,0.0,2025-09-07 19:55:12
AURIONPRO.NS,AURIONPRO SOLUTIONS LIMITED,9274,Technology,Software - Infrastructure,NSE,0.16,0.0,0.0,2025-09-07 19:55:13
CCL.NS,CCL PRODUCTS (INDIA) LIMITED,9266,Consumer Defensive,Packaged Foods,NSE,0.54,0.0,0.0,2025-09-07 19:55:13
SHAKTIPUMP.NS,SHAKTI PUMPS (INDIA) LIMITED,9238,Industrials,Specialty Industrial Machinery,NSE,0.12,0.0,0.0,2025-09-07 19:55:14
SBFC.NS,SBFC FINANCE LIMITED,9222,Financial Services,Credit Services,NSE,0.0,0.0,0.0,2025-09-07 19:55:14
PRSMJOHNSN.NS,PRISM JOHNSON LIMITED,9159,Basic Materials,Building Materials,NSE,0.0,0.0,0.0,2025-09-07 19:55:15
JLHL.NS,JUPITER LIFE LINE HOSPITALS LIMITED,9155,Healthcare,Medical Care Facilities,NSE,0.07,0.0,0.0,2025-09-07 19:55:15
TEXRAIL.NS,TEXMACO RAIL & ENGINEERING LIMITED,9148,Industrials,Railroads,NSE,0.54,0.0,0.0,2025-09-07 19:55:16
CAMPUS.NS,CAMPUS ACTIVEWEAR LIMITED,9143,Consumer Cyclical,Footwear & Accessories,NSE,0.22,0.0,0.0,2025-09-07 19:55:16
ITDCEM.NS,ITD CEMENTATION INDIA LIMITED,9132,Industrials,Engineering & Construction,NSE,0.28,0.0,0.0,2025-09-07 19:55:17
SHRIPISTON.NS,SHRIRAM PISTONS & RINGS LIMITED,9122,Consumer Cyclical,Auto Parts,NSE,0.39,0.0,0.0,2025-09-07 19:55:17
TIMETECHNO.NS,TIME TECHNOPLAST LIMITED,9071,Consumer Cyclical,Packaging & Containers,NSE,0.53,0.0,0.0,2025-09-07 19:55:18
ABBOTINDIA.NS,Abbott India Ltd,9000,Pharma,Drug Manufacturers - Specialty & Generic,NSE,1.52,0.0,0.0,2025-09-07 00:46:47
SENCO.NS,SENCO GOLD LIMITED,8996,Consumer Cyclical,Luxury Goods,NSE,0.26,0.0,0.0,2025-09-07 19:55:18
MASTEK.NS,MASTEK LIMITED,8912,Technology,Information Technology Services,NSE,0.94,0.0,0.0,2025-09-07 19:55:19
LLOYDSENGG.NS,LLOYDS ENGINEERING WORKS LIMITED,8896,Industrials,Specialty Industrial Machinery,NSE,0.4,0.0,0.0,2025-09-07 19:55:19
BBOX.NS,BLACK BOX LIMITED,8852,Technology,Software - Application,NSE,0.22,0.0,0.0,2025-09-07 19:55:19
RATEGAIN.NS,RATEGAIN TRAVEL TECHNOLOGIES LIMITED,8831,Technology,Software - Application,NSE,0.0,0.0,0.0,2025-09-07 19:55:20
GSFC.NS,GUJARAT STATE FERTILIZERS & CHEMICALS LIMITED,8827,Basic Materials,Agricultural Inputs,NSE,2.34,0.0,0.0,2025-09-07 19:55:20
CMSINFO.NS,CMS INFO SYSTEMS LIMITED,8806,Industrials,Specialty Business Services,NSE,1.55,0.0,0.0,2025-09-07 19:55:21
RUSTOMJEE.NS,KEYSTONE REALTORS LIMITED,8798,Real Estate,Real Estate - Development,NSE,0.24,0.0,0.0,2025-09-07 19:55:21
MAXESTATES.NS,MAX ESTATES LIMITED,8792,Real Estate,Real Estate - Development,NSE,0.0,0.0,0.0,2025-09-07 19:55:22
VARROC.NS,VARROC ENGINEERING LIMITED,8782,Consumer Cyclical,Auto Parts,NSE,0.17,0.0,0.0,2025-09-07 19:55:22
PGHL.NS,PROCTER & GAMBLE HEALTH LIMITED,8748,Healthcare,Drug Manufacturers - Specialty & Generic,NSE,1.93,0.0,0.0,2025-09-07 19:55:23
MAHSEAMLES.NS,MAHARASHTRA SEAMLESS LIMITED,8716,Basic Materials,Steel,NSE,1.58,0.0,0.0,2025-09-07 19:55:23
HEG.NS,HEG LIMITED,8714,Industrials,Electrical Equipment & Parts,NSE,0.37,0.0,0.0,2025-09-07 19:55:24
RELIGARE.NS,RELIGARE ENTERPRISES LIMITED,8707,Financial Services,Insurance - Life,NSE,0.0,0.0,0.0,2025-09-07 19:55:25
AVANTIFEED.NS,AVANTI FEEDS LIMITED,8656,Consumer Defensive,Packaged Foods,NSE,1.39,0.0,0.0,2025-09-07 19:55:25
ACI.NS,ARCHEAN CHEMICAL INDUSTRIES LIMITED,8648,Basic Materials,Chemicals,NSE,0.44,0.0,0.0,2025-09-07 19:55:26
EQUITASBNK.NS,EQUITAS SMALL FINANCE BANK LIMITED,8645,Financial Services,Banks - Regional,NSE,1.77,0.0,0.0,2025-09-07 19:55:26
SYRMA.NS,SYRMA SGS TECHNOLOGY LIMITED,8597,Technology,Electronic Components,NSE,0.18,0.0,0.0,2025-09-07 19:55:26
STARCEMENT.NS,STAR CEMENT LIMITED,8585,Basic Materials,Building Materials,NSE,0.68,0.0,0.0,2025-09-07 19:55:27
BLUEJET.NS,BLUE JET HEALTHCARE LIMITED,8584,Healthcare,Biotechnology,NSE,0.16,0.0,0.0,2025-09-07 19:55:27
ASKAUTOLTD.NS,ASK AUTOMOTIVE LIMITED,8507,Consumer Cyclical,Auto Parts,NSE,0.29,0.0,0.0,2025-09-07 19:55:28
GRWRHITECH.NS,GARWARE HI-TECH FILMS LIMITED,8506,Basic Materials,Specialty Chemicals,NSE,0.43,0.0,0.0,2025-09-07 19:55:28
SANSERA.NS,SANSERA ENGINEERING LIMITED,8478,Consumer Cyclical,Auto Parts,NSE,0.24,0.0,0.0,2025-09-07 19:55:29
