stock,company_name,market_cap,sector,industry,exchange,dividend_yield,roce,roe,last_updated
STOCK0640,STOCK0640 Company Ltd,66514703522,Consumer Goods,Apparel,NSE,1.8,46.52,15.42,2025-09-08 04:37:22.865778
STOCK0641,STOCK0641 Company Ltd,178822282453,Transportation,Logistics,NSE,1.33,18.31,38.93,2025-09-08 04:37:22.865778
STOCK0642,STOCK0642 Company Ltd,433365341380,Real Estate,Real Estate Investment,NSE,5.31,7.8,37.45,2025-09-08 04:37:22.865778
STOCK0643,STOCK0643 Company Ltd,487262395608,Media,Publishing,BSE,1.82,47.38,8.91,2025-09-08 04:37:22.865778
STOCK0644,STOCK0644 Company Ltd,156027465914,Real Estate,Construction Materials,BSE,3.52,20.49,44.91,2025-09-08 04:37:22.865778
STOCK0645,STOCK0645 Company Ltd,207980031137,Real Estate,Construction Materials,BSE,5.46,38.15,12.32,2025-09-08 04:37:22.865778
STOCK0646,STOCK0646 Company Ltd,341239101531,Consumer Goods,Personal Care,BSE,3.94,44.76,7.9,2025-09-08 04:37:22.865778
STOCK0647,STOCK0647 Company Ltd,419128344666,Real Estate,Construction Materials,NSE,1.28,8.37,37.86,2025-09-08 04:37:22.865778
STOCK0648,STOCK0648 Company Ltd,231056418887,Energy,Coal,BSE,0.46,17.38,7.18,2025-09-08 04:37:22.865778
STOCK0649,STOCK0649 Company Ltd,411660472724,Consumer Discretionary,Entertainment,BSE,2.03,31.34,35.0,2025-09-08 04:37:22.865778
STOCK0650,STOCK0650 Company Ltd,152351373027,Industrials,Engineering,BSE,1.99,43.44,10.17,2025-09-08 04:37:22.865778
STOCK0651,STOCK0651 Company Ltd,328996531606,Materials,Steel,BSE,4.31,34.89,41.2,2025-09-08 04:37:22.865778
STOCK0652,STOCK0652 Company Ltd,64097104156,Telecommunications,Internet Services,BSE,3.97,38.84,39.26,2025-09-08 04:37:22.865778
STOCK0653,STOCK0653 Company Ltd,156624356124,Agriculture,Seeds,NSE,0.18,39.28,41.12,2025-09-08 04:37:22.865778
STOCK0654,STOCK0654 Company Ltd,300344393043,Industrials,Automotive,BSE,2.63,41.68,40.34,2025-09-08 04:37:22.865778
STOCK0655,STOCK0655 Company Ltd,298872061384,Technology,Semiconductors,BSE,5.54,8.68,3.91,2025-09-08 04:37:22.865778
STOCK0656,STOCK0656 Company Ltd,162677562016,Consumer Discretionary,Retail,BSE,3.8,35.94,28.91,2025-09-08 04:37:22.865778
STOCK0657,STOCK0657 Company Ltd,83242872106,Healthcare,Hospitals,NSE,5.9,15.09,6.11,2025-09-08 04:37:22.865778
STOCK0658,STOCK0658 Company Ltd,60836465283,Financial Services,Broking,NSE,0.37,20.7,41.08,2025-09-08 04:37:22.865778
STOCK0659,STOCK0659 Company Ltd,43390408635,Media,Broadcasting,NSE,0.53,16.85,14.8,2025-09-08 04:37:22.865778
STOCK0660,STOCK0660 Company Ltd,214657105177,Transportation,Logistics,NSE,3.81,49.85,7.28,2025-09-08 04:37:22.865778
STOCK0661,STOCK0661 Company Ltd,205652914610,Industrials,Automotive,BSE,1.72,26.74,8.98,2025-09-08 04:37:22.865778
STOCK0662,STOCK0662 Company Ltd,392050304665,Media,Broadcasting,BSE,5.73,28.79,39.82,2025-09-08 04:37:22.865778
STOCK0663,STOCK0663 Company Ltd,171611976189,Industrials,Construction,BSE,4.33,42.32,11.75,2025-09-08 04:37:22.865778
STOCK0664,STOCK0664 Company Ltd,34943444835,Telecommunications,Internet Services,BSE,4.06,38.25,40.93,2025-09-08 04:37:22.865778
STOCK0665,STOCK0665 Company Ltd,192328537315,Consumer Goods,Footwear,NSE,3.43,31.35,6.78,2025-09-08 04:37:22.865778
STOCK0666,STOCK0666 Company Ltd,353817335333,Energy,Petrochemicals,NSE,2.73,27.71,27.22,2025-09-08 04:37:22.865778
STOCK0667,STOCK0667 Company Ltd,340101717705,Telecommunications,Internet Services,BSE,1.46,21.22,14.76,2025-09-08 04:37:22.865778
STOCK0668,STOCK0668 Company Ltd,367592945030,Technology,IT Services,NSE,2.34,12.34,19.16,2025-09-08 04:37:22.865778
STOCK0669,STOCK0669 Company Ltd,253563369585,Energy,Power,BSE,4.32,27.16,5.25,2025-09-08 04:37:22.865778
STOCK0670,STOCK0670 Company Ltd,161905398541,Healthcare,Diagnostics,NSE,4.36,37.5,37.06,2025-09-08 04:37:22.865778
STOCK0671,STOCK0671 Company Ltd,209639585515,Energy,Power,BSE,3.98,23.07,22.58,2025-09-08 04:37:22.865778
STOCK0672,STOCK0672 Company Ltd,337937383191,Telecommunications,Internet Services,NSE,3.37,37.69,19.7,2025-09-08 04:37:22.865778
STOCK0673,STOCK0673 Company Ltd,354150425963,Real Estate,Real Estate Investment,BSE,3.79,7.53,18.68,2025-09-08 04:37:22.865778
STOCK0674,STOCK0674 Company Ltd,272832707479,Technology,Telecom Equipment,NSE,0.92,46.36,7.54,2025-09-08 04:37:22.865778
STOCK0675,STOCK0675 Company Ltd,69493340232,Agriculture,Food Processing,NSE,2.72,44.89,29.35,2025-09-08 04:37:22.865778
STOCK0676,STOCK0676 Company Ltd,46719246088,Industrials,Automotive,NSE,2.25,21.36,43.82,2025-09-08 04:37:22.865778
STOCK0677,STOCK0677 Company Ltd,451892317614,Agriculture,Fertilizers,BSE,1.2,43.8,35.32,2025-09-08 04:37:22.865778
STOCK0678,STOCK0678 Company Ltd,220571840683,Technology,IT Services,NSE,4.51,44.26,44.85,2025-09-08 04:37:22.865778
STOCK0679,STOCK0679 Company Ltd,425308939301,Financial Services,Asset Management,NSE,5.73,34.99,43.16,2025-09-08 04:37:22.865778
STOCK0680,STOCK0680 Company Ltd,18586015882,Utilities,Gas Distribution,BSE,4.87,18.18,33.89,2025-09-08 04:37:22.865778
STOCK0681,STOCK0681 Company Ltd,450700864059,Agriculture,Food Processing,BSE,2.19,44.15,22.86,2025-09-08 04:37:22.865778
STOCK0682,STOCK0682 Company Ltd,74041714608,Financial Services,Asset Management,BSE,5.36,14.29,11.91,2025-09-08 04:37:22.865778
STOCK0683,STOCK0683 Company Ltd,147868726250,Materials,Paints,NSE,5.54,14.77,6.0,2025-09-08 04:37:22.865778
STOCK0684,STOCK0684 Company Ltd,345056709966,Industrials,Machinery,BSE,2.79,47.52,39.7,2025-09-08 04:37:22.865778
STOCK0685,STOCK0685 Company Ltd,490017805967,Transportation,Shipping,NSE,5.67,5.81,15.01,2025-09-08 04:37:22.865778
STOCK0686,STOCK0686 Company Ltd,226763038404,Consumer Discretionary,Automobiles,BSE,5.74,8.73,16.05,2025-09-08 04:37:22.865778
STOCK0687,STOCK0687 Company Ltd,75600816664,Technology,Semiconductors,BSE,3.01,27.16,24.08,2025-09-08 04:37:22.865778
STOCK0688,STOCK0688 Company Ltd,84559561834,Real Estate,Real Estate Development,BSE,1.59,30.38,6.71,2025-09-08 04:37:22.865778
STOCK0689,STOCK0689 Company Ltd,24028229299,Agriculture,Food Processing,NSE,2.85,31.07,42.67,2025-09-08 04:37:22.865778
STOCK0690,STOCK0690 Company Ltd,94228552822,Transportation,Aviation,BSE,0.81,25.81,15.47,2025-09-08 04:37:22.865778
STOCK0691,STOCK0691 Company Ltd,471582126336,Technology,Telecom Equipment,NSE,2.7,27.76,4.87,2025-09-08 04:37:22.865778
STOCK0692,STOCK0692 Company Ltd,330161471182,Energy,Oil & Gas,NSE,2.45,6.4,3.75,2025-09-08 04:37:22.865778
STOCK0693,STOCK0693 Company Ltd,97220390274,Consumer Goods,Footwear,NSE,2.78,44.3,19.71,2025-09-08 04:37:22.865778
STOCK0694,STOCK0694 Company Ltd,419879708381,Consumer Goods,Textiles,NSE,1.47,39.02,42.06,2025-09-08 04:37:22.865778
STOCK0695,STOCK0695 Company Ltd,178966632212,Utilities,Power Generation,NSE,0.79,30.21,33.51,2025-09-08 04:37:22.865778
STOCK0696,STOCK0696 Company Ltd,168082068168,Energy,Oil & Gas,BSE,0.65,13.77,28.51,2025-09-08 04:37:22.865778
STOCK0697,STOCK0697 Company Ltd,402417197682,Materials,Chemicals,BSE,4.91,41.81,42.49,2025-09-08 04:37:22.865778
STOCK0698,STOCK0698 Company Ltd,257625475431,Financial Services,Insurance,NSE,0.19,19.29,33.79,2025-09-08 04:37:22.865778
STOCK0699,STOCK0699 Company Ltd,157563586763,Real Estate,Real Estate Investment,BSE,0.93,33.61,23.14,2025-09-08 04:37:22.865778
STOCK0700,STOCK0700 Company Ltd,396418834550,Real Estate,Real Estate Investment,BSE,3.66,8.76,23.71,2025-09-08 04:37:22.865778
STOCK0701,STOCK0701 Company Ltd,341492579535,Media,Broadcasting,NSE,2.45,42.33,8.85,2025-09-08 04:37:22.865778
STOCK0702,STOCK0702 Company Ltd,212094274393,Consumer Discretionary,Automobiles,NSE,0.98,8.17,44.15,2025-09-08 04:37:22.865778
STOCK0703,STOCK0703 Company Ltd,478740333581,Transportation,Logistics,NSE,0.54,41.12,8.54,2025-09-08 04:37:22.865778
STOCK0704,STOCK0704 Company Ltd,276183879909,Telecommunications,Cable TV,NSE,5.63,9.91,5.66,2025-09-08 04:37:22.865778
STOCK0705,STOCK0705 Company Ltd,162393187236,Consumer Goods,FMCG,BSE,0.78,48.82,13.07,2025-09-08 04:37:22.865778
STOCK0706,STOCK0706 Company Ltd,381977488430,Utilities,Water,NSE,1.77,22.53,12.89,2025-09-08 04:37:22.865778
STOCK0707,STOCK0707 Company Ltd,272322083382,Media,Publishing,NSE,5.37,9.79,35.24,2025-09-08 04:37:22.865778
STOCK0708,STOCK0708 Company Ltd,195187424616,Agriculture,Pesticides,BSE,1.7,17.02,5.73,2025-09-08 04:37:22.865778
STOCK0709,STOCK0709 Company Ltd,170632894163,Media,Broadcasting,NSE,0.14,45.72,22.33,2025-09-08 04:37:22.865778
STOCK0710,STOCK0710 Company Ltd,10312841237,Financial Services,Banking,NSE,5.33,18.67,11.94,2025-09-08 04:37:22.865778
STOCK0711,STOCK0711 Company Ltd,236985666066,Consumer Goods,Textiles,BSE,0.46,27.42,19.71,2025-09-08 04:37:22.865778
STOCK0712,STOCK0712 Company Ltd,174406102398,Real Estate,Real Estate Development,NSE,0.28,43.41,10.85,2025-09-08 04:37:22.865778
STOCK0713,STOCK0713 Company Ltd,277584384438,Materials,Chemicals,BSE,0.14,12.05,26.25,2025-09-08 04:37:22.865778
STOCK0714,STOCK0714 Company Ltd,445265417938,Transportation,Logistics,BSE,0.24,13.31,33.88,2025-09-08 04:37:22.865778
STOCK0715,STOCK0715 Company Ltd,345047703381,Financial Services,Insurance,BSE,1.74,33.69,24.62,2025-09-08 04:37:22.865778
STOCK0716,STOCK0716 Company Ltd,92353397286,Media,Digital Media,NSE,4.64,14.61,8.49,2025-09-08 04:37:22.865778
STOCK0717,STOCK0717 Company Ltd,108988128632,Consumer Discretionary,Jewelry,NSE,4.96,34.15,16.9,2025-09-08 04:37:22.865778
STOCK0718,STOCK0718 Company Ltd,466498805139,Transportation,Logistics,BSE,4.2,37.52,17.35,2025-09-08 04:37:22.865778
STOCK0719,STOCK0719 Company Ltd,372154418538,Utilities,Gas Distribution,BSE,2.9,40.65,14.96,2025-09-08 04:37:22.865778
STOCK0720,STOCK0720 Company Ltd,168541905869,Industrials,Engineering,NSE,2.83,13.97,41.97,2025-09-08 04:37:22.865778
STOCK0721,STOCK0721 Company Ltd,201578583537,Telecommunications,Cable TV,BSE,1.73,7.58,7.26,2025-09-08 04:37:22.865778
STOCK0722,STOCK0722 Company Ltd,265759978288,Financial Services,Banking,NSE,5.17,7.58,19.42,2025-09-08 04:37:22.865778
STOCK0723,STOCK0723 Company Ltd,385715893857,Transportation,Aviation,NSE,2.81,30.19,13.6,2025-09-08 04:37:22.865778
STOCK0724,STOCK0724 Company Ltd,415537496685,Industrials,Automotive,BSE,4.06,47.94,9.66,2025-09-08 04:37:22.865778
STOCK0725,STOCK0725 Company Ltd,79551226592,Real Estate,Real Estate Investment,NSE,2.21,48.4,7.03,2025-09-08 04:37:22.865778
STOCK0726,STOCK0726 Company Ltd,115182352913,Media,Digital Media,NSE,0.71,20.27,31.95,2025-09-08 04:37:22.865778
STOCK0727,STOCK0727 Company Ltd,468120271098,Transportation,Railways,NSE,4.54,30.42,40.74,2025-09-08 04:37:22.865778
STOCK0728,STOCK0728 Company Ltd,187282880580,Real Estate,Construction Materials,NSE,1.01,18.66,19.78,2025-09-08 04:37:22.865778
STOCK0729,STOCK0729 Company Ltd,64401912546,Transportation,Aviation,BSE,1.35,14.98,36.81,2025-09-08 04:37:22.865778
STOCK0730,STOCK0730 Company Ltd,47876639639,Real Estate,Construction Materials,NSE,5.39,15.94,8.77,2025-09-08 04:37:22.865778
STOCK0731,STOCK0731 Company Ltd,178657316077,Materials,Mining,NSE,3.45,8.41,9.81,2025-09-08 04:37:22.865778
STOCK0732,STOCK0732 Company Ltd,388130953292,Consumer Discretionary,Automobiles,NSE,1.95,29.96,39.74,2025-09-08 04:37:22.865778
STOCK0733,STOCK0733 Company Ltd,101253081442,Healthcare,Hospitals,NSE,3.5,29.14,27.17,2025-09-08 04:37:22.865778
STOCK0734,STOCK0734 Company Ltd,312250380740,Financial Services,Asset Management,BSE,0.55,43.09,17.18,2025-09-08 04:37:22.865778
STOCK0735,STOCK0735 Company Ltd,275182914247,Utilities,Power Generation,BSE,5.67,38.36,16.98,2025-09-08 04:37:22.865778
STOCK0736,STOCK0736 Company Ltd,71048269559,Media,Advertising,NSE,3.59,40.8,31.15,2025-09-08 04:37:22.865778
STOCK0737,STOCK0737 Company Ltd,71462305209,Consumer Goods,FMCG,BSE,0.96,33.9,31.59,2025-09-08 04:37:22.865778
STOCK0738,STOCK0738 Company Ltd,359913922436,Media,Publishing,NSE,5.22,23.34,3.24,2025-09-08 04:37:22.865778
STOCK0739,STOCK0739 Company Ltd,267457032411,Energy,Power,BSE,3.06,22.4,18.88,2025-09-08 04:37:22.865778
STOCK0740,STOCK0740 Company Ltd,318369260121,Consumer Goods,Personal Care,BSE,2.14,22.79,9.97,2025-09-08 04:37:22.865778
STOCK0741,STOCK0741 Company Ltd,424582876645,Healthcare,Pharmaceuticals,NSE,3.15,22.67,35.58,2025-09-08 04:37:22.865778
STOCK0742,STOCK0742 Company Ltd,457129996513,Agriculture,Seeds,NSE,4.16,27.51,9.62,2025-09-08 04:37:22.865778
STOCK0743,STOCK0743 Company Ltd,23115389260,Real Estate,Real Estate Investment,BSE,2.99,5.09,38.36,2025-09-08 04:37:22.865778
STOCK0744,STOCK0744 Company Ltd,199815476440,Transportation,Logistics,NSE,5.63,24.9,36.88,2025-09-08 04:37:22.865778
STOCK0745,STOCK0745 Company Ltd,151116110585,Utilities,Water,BSE,0.11,31.55,12.29,2025-09-08 04:37:22.865778
STOCK0746,STOCK0746 Company Ltd,212416154281,Real Estate,Construction Materials,NSE,3.92,17.4,4.04,2025-09-08 04:37:22.865778
STOCK0747,STOCK0747 Company Ltd,267689723735,Consumer Goods,Personal Care,BSE,1.24,30.12,4.61,2025-09-08 04:37:22.865778
STOCK0748,STOCK0748 Company Ltd,390202808886,Consumer Goods,Footwear,NSE,4.86,17.75,7.69,2025-09-08 04:37:22.865778
STOCK0749,STOCK0749 Company Ltd,40455299053,Industrials,Aerospace,NSE,2.17,41.58,6.22,2025-09-08 04:37:22.865778
STOCK0750,STOCK0750 Company Ltd,416529825425,Technology,Software,NSE,1.6,45.62,17.2,2025-09-08 04:37:22.865778
STOCK0751,STOCK0751 Company Ltd,83873143025,Materials,Mining,NSE,4.97,9.22,32.23,2025-09-08 04:37:22.865778
STOCK0752,STOCK0752 Company Ltd,29072719222,Technology,Telecom Equipment,NSE,3.01,5.55,22.47,2025-09-08 04:37:22.865778
STOCK0753,STOCK0753 Company Ltd,300400097368,Energy,Coal,BSE,4.59,13.72,27.36,2025-09-08 04:37:22.865778
STOCK0754,STOCK0754 Company Ltd,98168507078,Real Estate,Real Estate Development,NSE,3.38,12.84,4.23,2025-09-08 04:37:22.865778
STOCK0755,STOCK0755 Company Ltd,495642093242,Healthcare,Pharmaceuticals,NSE,4.02,37.42,27.74,2025-09-08 04:37:22.865778
STOCK0756,STOCK0756 Company Ltd,374584757009,Materials,Steel,BSE,5.74,34.67,5.16,2025-09-08 04:37:22.865778
STOCK0757,STOCK0757 Company Ltd,121208644542,Transportation,Shipping,NSE,2.14,46.86,32.11,2025-09-08 04:37:22.865778
STOCK0758,STOCK0758 Company Ltd,73434975216,Real Estate,Real Estate Development,BSE,5.14,48.15,40.65,2025-09-08 04:37:22.865778
STOCK0759,STOCK0759 Company Ltd,3382064069,Real Estate,Real Estate Investment,BSE,1.31,40.98,22.9,2025-09-08 04:37:22.865778
STOCK0760,STOCK0760 Company Ltd,320212607209,Utilities,Power Distribution,BSE,0.4,47.5,13.67,2025-09-08 04:37:22.865778
STOCK0761,STOCK0761 Company Ltd,105972437837,Utilities,Power Distribution,BSE,0.71,38.37,14.93,2025-09-08 04:37:22.865778
STOCK0762,STOCK0762 Company Ltd,46923453520,Healthcare,Biotechnology,NSE,2.95,25.42,24.58,2025-09-08 04:37:22.865778
STOCK0763,STOCK0763 Company Ltd,447876472286,Energy,Renewable Energy,NSE,2.79,49.08,17.4,2025-09-08 04:37:22.865778
STOCK0764,STOCK0764 Company Ltd,251802945736,Utilities,Gas Distribution,NSE,4.81,17.76,27.17,2025-09-08 04:37:22.865778
STOCK0765,STOCK0765 Company Ltd,114169115854,Materials,Paints,BSE,4.91,20.66,8.73,2025-09-08 04:37:22.865778
STOCK0766,STOCK0766 Company Ltd,229133888789,Materials,Chemicals,BSE,0.41,38.23,41.96,2025-09-08 04:37:22.865778
STOCK0767,STOCK0767 Company Ltd,290636100879,Media,Advertising,NSE,4.24,41.06,33.54,2025-09-08 04:37:22.865778
STOCK0768,STOCK0768 Company Ltd,244315235832,Financial Services,NBFC,BSE,3.26,15.11,16.71,2025-09-08 04:37:22.865778
STOCK0769,STOCK0769 Company Ltd,219594931758,Utilities,Power Generation,BSE,2.54,38.75,29.91,2025-09-08 04:37:22.865778
STOCK0770,STOCK0770 Company Ltd,479150134743,Telecommunications,Internet Services,NSE,2.51,34.88,31.89,2025-09-08 04:37:22.865778
STOCK0771,STOCK0771 Company Ltd,459861763968,Energy,Petrochemicals,NSE,0.29,13.59,37.4,2025-09-08 04:37:22.865778
STOCK0772,STOCK0772 Company Ltd,292407988664,Real Estate,Real Estate Development,NSE,4.38,38.72,16.71,2025-09-08 04:37:22.865778
STOCK0773,STOCK0773 Company Ltd,375640667407,Agriculture,Pesticides,NSE,3.06,34.57,24.33,2025-09-08 04:37:22.865778
STOCK0774,STOCK0774 Company Ltd,362128711692,Media,Digital Media,NSE,0.26,19.98,4.68,2025-09-08 04:37:22.865778
STOCK0775,STOCK0775 Company Ltd,166353482877,Industrials,Machinery,BSE,2.04,36.8,16.5,2025-09-08 04:37:22.865778
STOCK0776,STOCK0776 Company Ltd,283187353780,Consumer Discretionary,Retail,NSE,0.24,17.06,13.77,2025-09-08 04:37:22.865778
STOCK0777,STOCK0777 Company Ltd,453598418766,Materials,Mining,BSE,1.93,19.96,38.71,2025-09-08 04:37:22.865778
STOCK0778,STOCK0778 Company Ltd,444163202516,Utilities,Water,BSE,3.17,24.78,13.89,2025-09-08 04:37:22.865778
STOCK0779,STOCK0779 Company Ltd,382742662564,Media,Advertising,NSE,5.38,45.01,22.91,2025-09-08 04:37:22.865778
STOCK0780,STOCK0780 Company Ltd,287323188171,Technology,IT Services,NSE,2.74,38.63,32.48,2025-09-08 04:37:22.865778
STOCK0781,STOCK0781 Company Ltd,256234785476,Real Estate,Real Estate Development,NSE,5.54,9.66,37.78,2025-09-08 04:37:22.865778
STOCK0782,STOCK0782 Company Ltd,305180153151,Energy,Coal,BSE,5.29,6.69,27.38,2025-09-08 04:37:22.865778
STOCK0783,STOCK0783 Company Ltd,73684841475,Media,Digital Media,NSE,0.2,31.73,16.23,2025-09-08 04:37:22.865778
STOCK0784,STOCK0784 Company Ltd,226209641951,Telecommunications,Telecom Services,BSE,2.57,12.39,26.51,2025-09-08 04:37:22.865778
STOCK0785,STOCK0785 Company Ltd,303640562055,Utilities,Gas Distribution,BSE,1.41,46.95,18.11,2025-09-08 04:37:22.865778
STOCK0786,STOCK0786 Company Ltd,350517101627,Energy,Coal,NSE,4.62,7.06,19.97,2025-09-08 04:37:22.865778
STOCK0787,STOCK0787 Company Ltd,78795775168,Media,Publishing,BSE,1.01,30.63,34.54,2025-09-08 04:37:22.865778
STOCK0788,STOCK0788 Company Ltd,207101680323,Media,Broadcasting,NSE,4.33,45.76,3.42,2025-09-08 04:37:22.865778
STOCK0789,STOCK0789 Company Ltd,305022415024,Telecommunications,Telecom Services,NSE,4.63,39.48,6.08,2025-09-08 04:37:22.865778
STOCK0790,STOCK0790 Company Ltd,148480018658,Real Estate,Real Estate Development,BSE,1.6,47.89,32.86,2025-09-08 04:37:22.865778
STOCK0791,STOCK0791 Company Ltd,169147627066,Materials,Chemicals,BSE,1.3,9.02,34.27,2025-09-08 04:37:22.865778
STOCK0792,STOCK0792 Company Ltd,464768705297,Transportation,Shipping,BSE,2.81,30.82,3.16,2025-09-08 04:37:22.865778
STOCK0793,STOCK0793 Company Ltd,5273928444,Transportation,Aviation,BSE,3.23,46.81,30.64,2025-09-08 04:37:22.865778
STOCK0794,STOCK0794 Company Ltd,422632871963,Real Estate,Real Estate Investment,NSE,3.67,9.46,35.74,2025-09-08 04:37:22.865778
STOCK0795,STOCK0795 Company Ltd,287694759696,Telecommunications,Telecom Services,BSE,5.51,40.83,23.09,2025-09-08 04:37:22.865778
STOCK0796,STOCK0796 Company Ltd,395456168481,Healthcare,Biotechnology,BSE,2.31,17.97,29.32,2025-09-08 04:37:22.865778
STOCK0797,STOCK0797 Company Ltd,209591651012,Materials,Mining,NSE,4.76,24.76,14.68,2025-09-08 04:37:22.865778
STOCK0798,STOCK0798 Company Ltd,331584844587,Healthcare,Hospitals,BSE,0.47,21.3,14.49,2025-09-08 04:37:22.865778
STOCK0799,STOCK0799 Company Ltd,125938175548,Technology,Hardware,BSE,3.61,23.59,14.96,2025-09-08 04:37:22.865778
STOCK0800,STOCK0800 Company Ltd,308306575968,Real Estate,Construction Materials,NSE,2.4,45.6,10.08,2025-09-08 04:37:22.865778
STOCK0801,STOCK0801 Company Ltd,109906442685,Financial Services,Broking,NSE,1.55,7.66,16.78,2025-09-08 04:37:22.865778
STOCK0802,STOCK0802 Company Ltd,163251296159,Healthcare,Pharmaceuticals,NSE,2.76,15.25,27.15,2025-09-08 04:37:22.865778
STOCK0803,STOCK0803 Company Ltd,220326324592,Healthcare,Pharmaceuticals,BSE,4.11,18.57,17.25,2025-09-08 04:37:22.865778
STOCK0804,STOCK0804 Company Ltd,50932265310,Industrials,Automotive,NSE,2.58,9.81,31.84,2025-09-08 04:37:22.865778
STOCK0805,STOCK0805 Company Ltd,434588241626,Consumer Goods,FMCG,NSE,1.53,39.51,30.67,2025-09-08 04:37:22.865778
STOCK0806,STOCK0806 Company Ltd,294808673244,Agriculture,Food Processing,BSE,2.53,47.81,43.32,2025-09-08 04:37:22.865778
STOCK0807,STOCK0807 Company Ltd,346335258965,Energy,Renewable Energy,NSE,3.21,24.69,14.94,2025-09-08 04:37:22.865778
STOCK0808,STOCK0808 Company Ltd,276990542688,Agriculture,Seeds,BSE,3.41,9.24,18.33,2025-09-08 04:37:22.865778
STOCK0809,STOCK0809 Company Ltd,73986286613,Energy,Power,BSE,5.01,34.45,43.12,2025-09-08 04:37:22.865778
STOCK0810,STOCK0810 Company Ltd,417294180148,Energy,Renewable Energy,NSE,4.57,26.11,27.92,2025-09-08 04:37:22.865778
STOCK0811,STOCK0811 Company Ltd,106166607891,Technology,Software,NSE,5.11,37.71,4.5,2025-09-08 04:37:22.865778
STOCK0812,STOCK0812 Company Ltd,111992904774,Technology,Hardware,BSE,3.67,44.5,13.68,2025-09-08 04:37:22.865778
STOCK0813,STOCK0813 Company Ltd,439744890857,Transportation,Logistics,BSE,3.45,48.06,3.02,2025-09-08 04:37:22.865778
STOCK0814,STOCK0814 Company Ltd,255859387916,Real Estate,Real Estate Investment,NSE,1.65,16.24,25.08,2025-09-08 04:37:22.865778
STOCK0815,STOCK0815 Company Ltd,120756765454,Real Estate,Real Estate Development,BSE,5.93,11.84,31.62,2025-09-08 04:37:22.865778
STOCK0816,STOCK0816 Company Ltd,192824121388,Transportation,Aviation,BSE,0.61,32.84,41.68,2025-09-08 04:37:22.865778
STOCK0817,STOCK0817 Company Ltd,450682717770,Technology,Software,BSE,1.11,41.78,32.57,2025-09-08 04:37:22.865778
STOCK0818,STOCK0818 Company Ltd,437102044295,Technology,Semiconductors,NSE,2.27,14.15,32.65,2025-09-08 04:37:22.865778
STOCK0819,STOCK0819 Company Ltd,417752520938,Transportation,Shipping,NSE,1.27,46.34,12.28,2025-09-08 04:37:22.865778
STOCK0820,STOCK0820 Company Ltd,344206340766,Real Estate,Construction Materials,NSE,0.61,21.22,12.09,2025-09-08 04:37:22.865778
STOCK0821,STOCK0821 Company Ltd,159065122792,Industrials,Construction,NSE,2.74,20.74,44.92,2025-09-08 04:37:22.865778
STOCK0822,STOCK0822 Company Ltd,221156661338,Utilities,Power Distribution,NSE,2.97,39.49,8.94,2025-09-08 04:37:22.865778
STOCK0823,STOCK0823 Company Ltd,145305556814,Telecommunications,Cable TV,BSE,1.57,11.6,19.5,2025-09-08 04:37:22.865778
STOCK0824,STOCK0824 Company Ltd,4376982207,Telecommunications,Telecom Services,NSE,4.65,27.47,4.99,2025-09-08 04:37:22.865778
STOCK0825,STOCK0825 Company Ltd,171683798584,Media,Advertising,NSE,0.24,42.29,25.78,2025-09-08 04:37:22.865778
STOCK0826,STOCK0826 Company Ltd,151652173240,Materials,Chemicals,BSE,5.55,41.98,22.64,2025-09-08 04:37:22.865778
STOCK0827,STOCK0827 Company Ltd,124838512435,Consumer Goods,Footwear,BSE,3.35,44.92,7.4,2025-09-08 04:37:22.865778
STOCK0828,STOCK0828 Company Ltd,312451378130,Materials,Cement,BSE,2.55,48.94,10.14,2025-09-08 04:37:22.865778
STOCK0829,STOCK0829 Company Ltd,274495767703,Energy,Oil & Gas,BSE,5.7,38.56,39.35,2025-09-08 04:37:22.865778
STOCK0830,STOCK0830 Company Ltd,244949303355,Industrials,Machinery,BSE,5.13,8.45,31.52,2025-09-08 04:37:22.865778
STOCK0831,STOCK0831 Company Ltd,198941621576,Transportation,Railways,NSE,2.73,21.99,13.89,2025-09-08 04:37:22.865778
STOCK0832,STOCK0832 Company Ltd,216708643939,Consumer Discretionary,Retail,NSE,1.97,5.24,16.96,2025-09-08 04:37:22.865778
STOCK0833,STOCK0833 Company Ltd,51096619805,Media,Digital Media,BSE,4.14,47.46,13.75,2025-09-08 04:37:22.865778
STOCK0834,STOCK0834 Company Ltd,143600966279,Healthcare,Biotechnology,NSE,1.79,22.85,7.1,2025-09-08 04:37:22.865778
STOCK0835,STOCK0835 Company Ltd,444725479035,Real Estate,Real Estate Investment,BSE,5.0,41.97,34.53,2025-09-08 04:37:22.865778
STOCK0836,STOCK0836 Company Ltd,435027900605,Telecommunications,Cable TV,NSE,2.14,18.2,10.06,2025-09-08 04:37:22.865778
STOCK0837,STOCK0837 Company Ltd,62729265278,Materials,Steel,NSE,4.68,21.84,10.85,2025-09-08 04:37:22.865778
STOCK0838,STOCK0838 Company Ltd,213151191774,Materials,Chemicals,BSE,2.0,44.13,36.86,2025-09-08 04:37:22.865778
STOCK0839,STOCK0839 Company Ltd,312264653104,Utilities,Water,NSE,2.03,41.59,19.96,2025-09-08 04:37:22.865778
STOCK0840,STOCK0840 Company Ltd,114146901572,Telecommunications,Internet Services,NSE,1.12,31.68,28.65,2025-09-08 04:37:22.865778
